variable,region,Source,Series,year,value,Unit,RID
Evapotranspiration,SOUTH_ISLAND,NIWA,Annual June Year,2011,61921,Mm3,19
Evapotranspiration,NEW_ZEALAND,NIWA,Annual June Year,2011,128006,Mm3,20
Inflow from other regions,NORTHLAND,NIWA,Annual June Year,2011,3,Mm3,1
Inflow from other regions,AUCKLAND,NIWA,Annual June Year,2011,10,Mm3,2
Inflow from other regions,WAIKATO,NIWA,Annual June Year,2011,81,Mm3,3
Inflow from other regions,BAY_OF_PLENTY,NIWA,Annual June Year,2011,7636,Mm3,4
Inflow from other regions,GISBORNE,NIWA,Annual June Year,2011,4424,Mm3,5
Inflow from other regions,HAWKES_BAY,NIWA,Annual June Year,2011,2491,Mm3,6
Inflow from other regions,TARANAKI,NIWA,Annual June Year,2011,5,Mm3,7
Inflow from other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,2011,23,Mm3,8
Inflow from other regions,WELLINGTON,NIWA,Annual June Year,2011,53,Mm3,9
Inflow from other regions,WEST_COAST,NIWA,Annual June Year,2011,8490,Mm3,12
Inflow from other regions,CANTERBURY,NIWA,Annual June Year,2011,11319,Mm3,13
Inflow from other regions,OTAGO,NIWA,Annual June Year,2011,18321,Mm3,14
Inflow from other regions,SOUTHLAND,NIWA,Annual June Year,2011,59,Mm3,15
Inflow from other regions,TASMAN,NIWA,Annual June Year,2011,1634,Mm3,16
Inflow from other regions,NELSON,NIWA,Annual June Year,2011,4,Mm3,17
Inflow from other regions,MARLBOROUGH,NIWA,Annual June Year,2011,9364,Mm3,18
Outflow to other regions,NORTHLAND,NIWA,Annual June Year,2011,1,Mm3,1
Outflow to other regions,AUCKLAND,NIWA,Annual June Year,2011,41,Mm3,2
Outflow to other regions,WAIKATO,NIWA,Annual June Year,2011,50,Mm3,3
Outflow to other regions,BAY_OF_PLENTY,NIWA,Annual June Year,2011,4112,Mm3,4
Outflow to other regions,GISBORNE,NIWA,Annual June Year,2011,10095,Mm3,5
Outflow to other regions,HAWKES_BAY,NIWA,Annual June Year,2011,356,Mm3,6
Outflow to other regions,TARANAKI,NIWA,Annual June Year,2011,1,Mm3,7
Outflow to other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,2011,70,Mm3,8
Outflow to other regions,WELLINGTON,NIWA,Annual June Year,2011,0,Mm3,9
Outflow to other regions,WEST_COAST,NIWA,Annual June Year,2011,1549,Mm3,12
Outflow to other regions,CANTERBURY,NIWA,Annual June Year,2011,27606,Mm3,13
Outflow to other regions,OTAGO,NIWA,Annual June Year,2011,109,Mm3,14
Outflow to other regions,SOUTHLAND,NIWA,Annual June Year,2011,119,Mm3,15
Outflow to other regions,TASMAN,NIWA,Annual June Year,2011,8456,Mm3,16
Outflow to other regions,NELSON,NIWA,Annual June Year,2011,85,Mm3,17
Outflow to other regions,MARLBOROUGH,NIWA,Annual June Year,2011,11268,Mm3,18
Outflow to sea and net extract,NORTHLAND,NIWA,Annual June Year,2011,14103,Mm3,1
Outflow to sea and net extract,AUCKLAND,NIWA,Annual June Year,2011,5459,Mm3,2
Outflow to sea and net extract,WAIKATO,NIWA,Annual June Year,2011,28759,Mm3,3
Outflow to sea and net extract,BAY_OF_PLENTY,NIWA,Annual June Year,2011,31028,Mm3,4
Outflow to sea and net extract,GISBORNE,NIWA,Annual June Year,2011,13145,Mm3,5
Outflow to sea and net extract,HAWKES_BAY,NIWA,Annual June Year,2011,23008,Mm3,6
Outflow to sea and net extract,TARANAKI,NIWA,Annual June Year,2011,9641,Mm3,7
Outflow to sea and net extract,MANAWATU_WHANGANUI,NIWA,Annual June Year,2011,22116,Mm3,8
Outflow to sea and net extract,WELLINGTON,NIWA,Annual June Year,2011,9599,Mm3,9
Outflow to sea and net extract,NORTH_ISLAND,NIWA,Annual June Year,2011,156857,Mm3,10
Outflow to sea and net extract,WEST_COAST,NIWA,Annual June Year,2011,149007,Mm3,12
Outflow to sea and net extract,CANTERBURY,NIWA,Annual June Year,2011,39420,Mm3,13
Outflow to sea and net extract,OTAGO,NIWA,Annual June Year,2011,49213,Mm3,14
Outflow to sea and net extract,SOUTHLAND,NIWA,Annual June Year,2011,54549,Mm3,15
Outflow to sea and net extract,TASMAN,NIWA,Annual June Year,2011,11995,Mm3,16
Outflow to sea and net extract,NELSON,NIWA,Annual June Year,2011,531,Mm3,17
Outflow to sea and net extract,MARLBOROUGH,NIWA,Annual June Year,2011,11621,Mm3,18
Outflow to sea and net extract,SOUTH_ISLAND,NIWA,Annual June Year,2011,316336,Mm3,19
Outflow to sea and net extract,NEW_ZEALAND,NIWA,Annual June Year,2011,473193,Mm3,20
Precipitation,NORTHLAND,NIWA,Annual June Year,2011,21858,Mm3,1
Precipitation,AUCKLAND,NIWA,Annual June Year,2011,8172,Mm3,2
Precipitation,WAIKATO,NIWA,Annual June Year,2011,43020,Mm3,3
Precipitation,BAY_OF_PLENTY,NIWA,Annual June Year,2011,36419,Mm3,4
Precipitation,GISBORNE,NIWA,Annual June Year,2011,24728,Mm3,5
Precipitation,HAWKES_BAY,NIWA,Annual June Year,2011,28192,Mm3,6
Precipitation,TARANAKI,NIWA,Annual June Year,2011,14153,Mm3,7
Precipitation,MANAWATU_WHANGANUI,NIWA,Annual June Year,2011,32785,Mm3,8
Precipitation,WELLINGTON,NIWA,Annual June Year,2011,14132,Mm3,9
Precipitation,NORTH_ISLAND,NIWA,Annual June Year,2011,223461,Mm3,10
Precipitation,WEST_COAST,NIWA,Annual June Year,2011,154646,Mm3,12
Precipitation,CANTERBURY,NIWA,Annual June Year,2011,64453,Mm3,13
Precipitation,OTAGO,NIWA,Annual June Year,2011,42203,Mm3,14
Precipitation,SOUTHLAND,NIWA,Annual June Year,2011,68282,Mm3,15
Precipitation,TASMAN,NIWA,Annual June Year,2011,23840,Mm3,16
Precipitation,NELSON,NIWA,Annual June Year,2011,804,Mm3,17
Precipitation,MARLBOROUGH,NIWA,Annual June Year,2011,17128,Mm3,18
Precipitation,SOUTH_ISLAND,NIWA,Annual June Year,2011,371356,Mm3,19
Precipitation,NEW_ZEALAND,NIWA,Annual June Year,2011,594816,Mm3,20
Total Change in Storage,NORTHLAND,NIWA,Annual June Year,2011,152,Mm3,1
Total Change in Storage,AUCKLAND,NIWA,Annual June Year,2011,-3,Mm3,2
Total Change in Storage,WAIKATO,NIWA,Annual June Year,2011,-9,Mm3,3
Total Change in Storage,BAY_OF_PLENTY,NIWA,Annual June Year,2011,263,Mm3,4
Total Change in Storage,GISBORNE,NIWA,Annual June Year,2011,104,Mm3,5
Total Change in Storage,HAWKES_BAY,NIWA,Annual June Year,2011,93,Mm3,6
Total Change in Storage,TARANAKI,NIWA,Annual June Year,2011,162,Mm3,7
Total Change in Storage,MANAWATU_WHANGANUI,NIWA,Annual June Year,2011,-155,Mm3,8
Total Change in Storage,WELLINGTON,NIWA,Annual June Year,2011,-87,Mm3,9
Total Change in Storage,NORTH_ISLAND,NIWA,Annual June Year,2011,518,Mm3,10
Total Change in Storage,WEST_COAST,NIWA,Annual June Year,2011,-1587,Mm3,12
Total Change in Storage,CANTERBURY,NIWA,Annual June Year,2011,-3825,Mm3,13
Total Change in Storage,OTAGO,NIWA,Annual June Year,2011,-1219,Mm3,14
Total Change in Storage,SOUTHLAND,NIWA,Annual June Year,2011,-287,Mm3,15
Total Change in Storage,TASMAN,NIWA,Annual June Year,2011,204,Mm3,16
Total Change in Storage,NELSON,NIWA,Annual June Year,2011,-3,Mm3,17
Total Change in Storage,MARLBOROUGH,NIWA,Annual June Year,2011,-186,Mm3,18
Total Change in Storage,SOUTH_ISLAND,NIWA,Annual June Year,2011,-6901,Mm3,19
Total Change in Storage,NEW_ZEALAND,NIWA,Annual June Year,2011,-6383,Mm3,20
Total Inflows,NORTHLAND,NIWA,Annual June Year,2011,21861,Mm3,1
Total Inflows,AUCKLAND,NIWA,Annual June Year,2011,8183,Mm3,2
Total Inflows,WAIKATO,NIWA,Annual June Year,2011,43102,Mm3,3
Total Inflows,BAY_OF_PLENTY,NIWA,Annual June Year,2011,44055,Mm3,4
Total Inflows,GISBORNE,NIWA,Annual June Year,2011,29152,Mm3,5
Total Inflows,HAWKES_BAY,NIWA,Annual June Year,2011,30682,Mm3,6
Total Inflows,TARANAKI,NIWA,Annual June Year,2011,14159,Mm3,7
Total Inflows,MANAWATU_WHANGANUI,NIWA,Annual June Year,2011,32808,Mm3,8
Total Inflows,WELLINGTON,NIWA,Annual June Year,2011,14185,Mm3,9
Total Inflows,WEST_COAST,NIWA,Annual June Year,2011,163136,Mm3,12
Total Inflows,CANTERBURY,NIWA,Annual June Year,2011,75772,Mm3,13
Total Inflows,OTAGO,NIWA,Annual June Year,2011,60524,Mm3,14
Total Inflows,SOUTHLAND,NIWA,Annual June Year,2011,68340,Mm3,15
Total Inflows,TASMAN,NIWA,Annual June Year,2011,25475,Mm3,16
Total Inflows,NELSON,NIWA,Annual June Year,2011,809,Mm3,17
Total Inflows,MARLBOROUGH,NIWA,Annual June Year,2011,26492,Mm3,18
Total Outflows,NORTHLAND,NIWA,Annual June Year,2011,21709,Mm3,1
Total Outflows,AUCKLAND,NIWA,Annual June Year,2011,8185,Mm3,2
Total Outflows,WAIKATO,NIWA,Annual June Year,2011,43111,Mm3,3
Total Outflows,BAY_OF_PLENTY,NIWA,Annual June Year,2011,43793,Mm3,4
Total Outflows,GISBORNE,NIWA,Annual June Year,2011,29048,Mm3,5
Total Outflows,HAWKES_BAY,NIWA,Annual June Year,2011,30589,Mm3,6
Total Outflows,TARANAKI,NIWA,Annual June Year,2011,13997,Mm3,7
Total Outflows,MANAWATU_WHANGANUI,NIWA,Annual June Year,2011,32963,Mm3,8
Total Outflows,WELLINGTON,NIWA,Annual June Year,2011,14272,Mm3,9
Total Outflows,WEST_COAST,NIWA,Annual June Year,2011,164723,Mm3,12
Total Outflows,CANTERBURY,NIWA,Annual June Year,2011,79597,Mm3,13
Total Outflows,OTAGO,NIWA,Annual June Year,2011,61743,Mm3,14
Total Outflows,SOUTHLAND,NIWA,Annual June Year,2011,68627,Mm3,15
Total Outflows,TASMAN,NIWA,Annual June Year,2011,25270,Mm3,16
Total Outflows,NELSON,NIWA,Annual June Year,2011,811,Mm3,17
Total Outflows,MARLBOROUGH,NIWA,Annual June Year,2011,26678,Mm3,18
change in Groundwater,NORTHLAND,GNS,Annual June Year,2011,131,Mm3,1
change in Groundwater,AUCKLAND,GNS,Annual June Year,2011,15,Mm3,2
change in Groundwater,WAIKATO,GNS,Annual June Year,2011,101,Mm3,3
change in Groundwater,BAY_OF_PLENTY,GNS,Annual June Year,2011,184,Mm3,4
change in Groundwater,GISBORNE,GNS,Annual June Year,2011,-22,Mm3,5
change in Groundwater,HAWKES_BAY,GNS,Annual June Year,2011,-26,Mm3,6
change in Groundwater,TARANAKI,GNS,Annual June Year,2011,237,Mm3,7
change in Groundwater,MANAWATU_WHANGANUI,GNS,Annual June Year,2011,-38,Mm3,8
change in Groundwater,WELLINGTON,GNS,Annual June Year,2011,-50,Mm3,9
change in Groundwater,NORTH_ISLAND,GNS,Annual June Year,2011,532,Mm3,10
change in Groundwater,WEST_COAST,GNS,Annual June Year,2011,18,Mm3,12
change in Groundwater,CANTERBURY,GNS,Annual June Year,2011,-721,Mm3,13
change in Groundwater,OTAGO,GNS,Annual June Year,2011,-102,Mm3,14
change in Groundwater,SOUTHLAND,GNS,Annual June Year,2011,80,Mm3,15
change in Groundwater,TASMAN,GNS,Annual June Year,2011,347,Mm3,16
change in Groundwater,NELSON,GNS,Annual June Year,2011,0,Mm3,17
change in Groundwater,MARLBOROUGH,GNS,Annual June Year,2011,2,Mm3,18
change in Groundwater,SOUTH_ISLAND,GNS,Annual June Year,2011,-376,Mm3,19
change in Groundwater,NEW_ZEALAND,GNS,Annual June Year,2011,156,Mm3,20
Change in Ice Volume,NORTHLAND,NIWA,Annual June Year,2012,,Mm3,1
Change in Ice Volume,AUCKLAND,NIWA,Annual June Year,2012,,Mm3,2
Change in Ice Volume,WAIKATO,NIWA,Annual June Year,2012,0,Mm3,3
Change in Ice Volume,BAY_OF_PLENTY,NIWA,Annual June Year,2012,,Mm3,4
Change in Ice Volume,GISBORNE,NIWA,Annual June Year,2012,,Mm3,5
Change in Ice Volume,HAWKES_BAY,NIWA,Annual June Year,2012,,Mm3,6
Change in Ice Volume,TARANAKI,NIWA,Annual June Year,2012,,Mm3,7
Change in Ice Volume,MANAWATU_WHANGANUI,NIWA,Annual June Year,2012,-2,Mm3,8
Change in Ice Volume,WELLINGTON,NIWA,Annual June Year,2012,,Mm3,9
Change in Ice Volume,NORTH_ISLAND,NIWA,Annual June Year,2012,-2,Mm3,10
Change in Ice Volume,WEST_COAST,NIWA,Annual June Year,2012,-727,Mm3,12
Change in Ice Volume,CANTERBURY,NIWA,Annual June Year,2012,-926,Mm3,13
Change in Ice Volume,OTAGO,NIWA,Annual June Year,2012,-103,Mm3,14
Change in Ice Volume,SOUTHLAND,NIWA,Annual June Year,2012,-31,Mm3,15
Change in Ice Volume,TASMAN,NIWA,Annual June Year,2012,,Mm3,16
Change in Ice Volume,NELSON,NIWA,Annual June Year,2012,,Mm3,17
Change in Ice Volume,MARLBOROUGH,NIWA,Annual June Year,2012,0,Mm3,18
Change in Ice Volume,SOUTH_ISLAND,NIWA,Annual June Year,2012,-1788,Mm3,19
Change in Ice Volume,NEW_ZEALAND,NIWA,Annual June Year,2012,-1790,Mm3,20
Change in Snow,NORTHLAND,NIWA,Annual June Year,2012,0,Mm3,1
Change in Snow,AUCKLAND,NIWA,Annual June Year,2012,0,Mm3,2
Change in Snow,WAIKATO,NIWA,Annual June Year,2012,4,Mm3,3
Change in Snow,BAY_OF_PLENTY,NIWA,Annual June Year,2012,-3,Mm3,4
Change in Snow,GISBORNE,NIWA,Annual June Year,2012,1,Mm3,5
Change in Snow,HAWKES_BAY,NIWA,Annual June Year,2012,-8,Mm3,6
Change in Snow,TARANAKI,NIWA,Annual June Year,2012,1,Mm3,7
Change in Snow,MANAWATU_WHANGANUI,NIWA,Annual June Year,2012,5,Mm3,8
Change in Snow,WELLINGTON,NIWA,Annual June Year,2012,43,Mm3,9
Change in Snow,NORTH_ISLAND,NIWA,Annual June Year,2012,42,Mm3,10
Change in Snow,WEST_COAST,NIWA,Annual June Year,2012,1764,Mm3,12
Change in Snow,CANTERBURY,NIWA,Annual June Year,2012,1730,Mm3,13
Change in Snow,OTAGO,NIWA,Annual June Year,2012,1041,Mm3,14
Change in Snow,SOUTHLAND,NIWA,Annual June Year,2012,574,Mm3,15
Change in Snow,TASMAN,NIWA,Annual June Year,2012,249,Mm3,16
Change in Snow,NELSON,NIWA,Annual June Year,2012,1,Mm3,17
Change in Snow,MARLBOROUGH,NIWA,Annual June Year,2012,207,Mm3,18
Change in Snow,SOUTH_ISLAND,NIWA,Annual June Year,2012,5565,Mm3,19
Change in Snow,NEW_ZEALAND,NIWA,Annual June Year,2012,5607,Mm3,20
Change in Soil Moisture,NORTHLAND,NIWA,Annual June Year,2012,-98,Mm3,1
Change in Soil Moisture,AUCKLAND,NIWA,Annual June Year,2012,-8,Mm3,2
Change in Soil Moisture,WAIKATO,NIWA,Annual June Year,2012,18,Mm3,3
Change in Soil Moisture,BAY_OF_PLENTY,NIWA,Annual June Year,2012,-96,Mm3,4
Change in Soil Moisture,GISBORNE,NIWA,Annual June Year,2012,-238,Mm3,5
Change in Soil Moisture,HAWKES_BAY,NIWA,Annual June Year,2012,-174,Mm3,6
Change in Soil Moisture,TARANAKI,NIWA,Annual June Year,2012,17,Mm3,7
Change in Soil Moisture,MANAWATU_WHANGANUI,NIWA,Annual June Year,2012,18,Mm3,8
Change in Soil Moisture,WELLINGTON,NIWA,Annual June Year,2012,-63,Mm3,9
Change in Soil Moisture,NORTH_ISLAND,NIWA,Annual June Year,2012,-622,Mm3,10
Change in Soil Moisture,WEST_COAST,NIWA,Annual June Year,2012,40,Mm3,12
Change in Soil Moisture,CANTERBURY,NIWA,Annual June Year,2012,-6,Mm3,13
Change in Soil Moisture,OTAGO,NIWA,Annual June Year,2012,57,Mm3,14
Change in Soil Moisture,SOUTHLAND,NIWA,Annual June Year,2012,80,Mm3,15
Change in Soil Moisture,TASMAN,NIWA,Annual June Year,2012,27,Mm3,16
Change in Soil Moisture,NELSON,NIWA,Annual June Year,2012,1,Mm3,17
Change in Soil Moisture,MARLBOROUGH,NIWA,Annual June Year,2012,0,Mm3,18
Change in Soil Moisture,SOUTH_ISLAND,NIWA,Annual June Year,2012,199,Mm3,19
Change in Soil Moisture,NEW_ZEALAND,NIWA,Annual June Year,2012,-423,Mm3,20
Change in Lakes,NORTHLAND,NIWA,Annual June Year,2012,0,Mm3,1
Change in Lakes,AUCKLAND,NIWA,Annual June Year,2012,-6,Mm3,2
Change in Lakes,WAIKATO,NIWA,Annual June Year,2012,-61,Mm3,3
Change in Lakes,BAY_OF_PLENTY,NIWA,Annual June Year,2012,-7,Mm3,4
Change in Lakes,GISBORNE,NIWA,Annual June Year,2012,0,Mm3,5
Change in Lakes,HAWKES_BAY,NIWA,Annual June Year,2012,-40,Mm3,6
Change in Lakes,TARANAKI,NIWA,Annual June Year,2012,0,Mm3,7
Change in Lakes,MANAWATU_WHANGANUI,NIWA,Annual June Year,2012,-16,Mm3,8
Change in Lakes,WELLINGTON,NIWA,Annual June Year,2012,19,Mm3,9
Change in Lakes,NORTH_ISLAND,NIWA,Annual June Year,2012,-112,Mm3,10
Change in Lakes,WEST_COAST,NIWA,Annual June Year,2012,19,Mm3,12
Change in Lakes,CANTERBURY,NIWA,Annual June Year,2012,-669,Mm3,13
Change in Lakes,OTAGO,NIWA,Annual June Year,2012,-264,Mm3,14
Change in Lakes,SOUTHLAND,NIWA,Annual June Year,2012,241,Mm3,15
Change in Lakes,TASMAN,NIWA,Annual June Year,2012,-12,Mm3,16
Change in Lakes,NELSON,NIWA,Annual June Year,2012,0,Mm3,17
Change in Lakes,MARLBOROUGH,NIWA,Annual June Year,2012,0,Mm3,18
Change in Lakes,SOUTH_ISLAND,NIWA,Annual June Year,2012,-684,Mm3,19
Change in Lakes,NEW_ZEALAND,NIWA,Annual June Year,2012,-796,Mm3,20
Evapotranspiration,NORTHLAND,NIWA,Annual June Year,2012,8543,Mm3,1
Evapotranspiration,AUCKLAND,NIWA,Annual June Year,2012,2926,Mm3,2
Evapotranspiration,WAIKATO,NIWA,Annual June Year,2012,15668,Mm3,3
Evapotranspiration,BAY_OF_PLENTY,NIWA,Annual June Year,2012,9167,Mm3,4
Evapotranspiration,GISBORNE,NIWA,Annual June Year,2012,6057,Mm3,5
Evapotranspiration,HAWKES_BAY,NIWA,Annual June Year,2012,8233,Mm3,6
Evapotranspiration,TARANAKI,NIWA,Annual June Year,2012,4878,Mm3,7
Evapotranspiration,MANAWATU_WHANGANUI,NIWA,Annual June Year,2012,12423,Mm3,8
Evapotranspiration,WELLINGTON,NIWA,Annual June Year,2012,5612,Mm3,9
Evapotranspiration,NORTH_ISLAND,NIWA,Annual June Year,2012,73507,Mm3,10
Evapotranspiration,WEST_COAST,NIWA,Annual June Year,2012,13781,Mm3,12
Evapotranspiration,CANTERBURY,NIWA,Annual June Year,2012,12560,Mm3,13
Evapotranspiration,OTAGO,NIWA,Annual June Year,2012,11584,Mm3,14
Evapotranspiration,SOUTHLAND,NIWA,Annual June Year,2012,12876,Mm3,15
Evapotranspiration,TASMAN,NIWA,Annual June Year,2012,5257,Mm3,16
Evapotranspiration,NELSON,NIWA,Annual June Year,2012,188,Mm3,17
Evapotranspiration,MARLBOROUGH,NIWA,Annual June Year,2012,3613,Mm3,18
Evapotranspiration,SOUTH_ISLAND,NIWA,Annual June Year,2012,59859,Mm3,19
Evapotranspiration,NEW_ZEALAND,NIWA,Annual June Year,2012,133366,Mm3,20
Inflow from other regions,NORTHLAND,NIWA,Annual June Year,2012,1,Mm3,1
Inflow from other regions,AUCKLAND,NIWA,Annual June Year,2012,5,Mm3,2
Inflow from other regions,WAIKATO,NIWA,Annual June Year,2012,48,Mm3,3
Inflow from other regions,BAY_OF_PLENTY,NIWA,Annual June Year,2012,4358,Mm3,4
Inflow from other regions,GISBORNE,NIWA,Annual June Year,2012,2545,Mm3,5
Inflow from other regions,HAWKES_BAY,NIWA,Annual June Year,2012,1641,Mm3,6
Inflow from other regions,TARANAKI,NIWA,Annual June Year,2012,4,Mm3,7
Inflow from other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,2012,18,Mm3,8
Inflow from other regions,WELLINGTON,NIWA,Annual June Year,2012,42,Mm3,9
Inflow from other regions,WEST_COAST,NIWA,Annual June Year,2012,6201,Mm3,12
Inflow from other regions,CANTERBURY,NIWA,Annual June Year,2012,9013,Mm3,13
Inflow from other regions,OTAGO,NIWA,Annual June Year,2012,11859,Mm3,14
Inflow from other regions,SOUTHLAND,NIWA,Annual June Year,2012,63,Mm3,15
Inflow from other regions,TASMAN,NIWA,Annual June Year,2012,1180,Mm3,16
Inflow from other regions,NELSON,NIWA,Annual June Year,2012,4,Mm3,17
Inflow from other regions,MARLBOROUGH,NIWA,Annual June Year,2012,7460,Mm3,18
Outflow to other regions,NORTHLAND,NIWA,Annual June Year,2012,0,Mm3,1
Outflow to other regions,AUCKLAND,NIWA,Annual June Year,2012,22,Mm3,2
Outflow to other regions,WAIKATO,NIWA,Annual June Year,2012,31,Mm3,3
Outflow to other regions,BAY_OF_PLENTY,NIWA,Annual June Year,2012,2341,Mm3,4
Outflow to other regions,GISBORNE,NIWA,Annual June Year,2012,5977,Mm3,5
Outflow to other regions,HAWKES_BAY,NIWA,Annual June Year,2012,231,Mm3,6
Outflow to other regions,TARANAKI,NIWA,Annual June Year,2012,1,Mm3,7
Outflow to other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,2012,57,Mm3,8
Outflow to other regions,WELLINGTON,NIWA,Annual June Year,2012,0,Mm3,9
Outflow to other regions,WEST_COAST,NIWA,Annual June Year,2012,1123,Mm3,12
Outflow to other regions,CANTERBURY,NIWA,Annual June Year,2012,19231,Mm3,13
Outflow to other regions,OTAGO,NIWA,Annual June Year,2012,95,Mm3,14
Outflow to other regions,SOUTHLAND,NIWA,Annual June Year,2012,111,Mm3,15
Outflow to other regions,TASMAN,NIWA,Annual June Year,2012,6183,Mm3,16
Outflow to other regions,NELSON,NIWA,Annual June Year,2012,57,Mm3,17
Outflow to other regions,MARLBOROUGH,NIWA,Annual June Year,2012,8980,Mm3,18
Outflow to sea and net extract,NORTHLAND,NIWA,Annual June Year,2012,9945,Mm3,1
Outflow to sea and net extract,AUCKLAND,NIWA,Annual June Year,2012,3495,Mm3,2
Outflow to sea and net extract,WAIKATO,NIWA,Annual June Year,2012,19039,Mm3,3
Outflow to sea and net extract,BAY_OF_PLENTY,NIWA,Annual June Year,2012,17381,Mm3,4
Outflow to sea and net extract,GISBORNE,NIWA,Annual June Year,2012,8434,Mm3,5
Outflow to sea and net extract,HAWKES_BAY,NIWA,Annual June Year,2012,15431,Mm3,6
Outflow to sea and net extract,TARANAKI,NIWA,Annual June Year,2012,8550,Mm3,7
Outflow to sea and net extract,MANAWATU_WHANGANUI,NIWA,Annual June Year,2012,18425,Mm3,8
Outflow to sea and net extract,WELLINGTON,NIWA,Annual June Year,2012,8757,Mm3,9
Outflow to sea and net extract,NORTH_ISLAND,NIWA,Annual June Year,2012,109456,Mm3,10
Outflow to sea and net extract,WEST_COAST,NIWA,Annual June Year,2012,100722,Mm3,12
Outflow to sea and net extract,CANTERBURY,NIWA,Annual June Year,2012,30198,Mm3,13
Outflow to sea and net extract,OTAGO,NIWA,Annual June Year,2012,32844,Mm3,14
Outflow to sea and net extract,SOUTHLAND,NIWA,Annual June Year,2012,42627,Mm3,15
Outflow to sea and net extract,TASMAN,NIWA,Annual June Year,2012,9624,Mm3,16
Outflow to sea and net extract,NELSON,NIWA,Annual June Year,2012,384,Mm3,17
Outflow to sea and net extract,MARLBOROUGH,NIWA,Annual June Year,2012,8001,Mm3,18
Outflow to sea and net extract,SOUTH_ISLAND,NIWA,Annual June Year,2012,224400,Mm3,19
Outflow to sea and net extract,NEW_ZEALAND,NIWA,Annual June Year,2012,333856,Mm3,20
Precipitation,NORTHLAND,NIWA,Annual June Year,2012,18184,Mm3,1
Precipitation,AUCKLAND,NIWA,Annual June Year,2012,6364,Mm3,2
Precipitation,WAIKATO,NIWA,Annual June Year,2012,33855,Mm3,3
Precipitation,BAY_OF_PLENTY,NIWA,Annual June Year,2012,24257,Mm3,4
Precipitation,GISBORNE,NIWA,Annual June Year,2012,17672,Mm3,5
Precipitation,HAWKES_BAY,NIWA,Annual June Year,2012,22018,Mm3,6
Precipitation,TARANAKI,NIWA,Annual June Year,2012,13394,Mm3,7
Precipitation,MANAWATU_WHANGANUI,NIWA,Annual June Year,2012,30706,Mm3,8
Precipitation,WELLINGTON,NIWA,Annual June Year,2012,14477,Mm3,9
Precipitation,NORTH_ISLAND,NIWA,Annual June Year,2012,180925,Mm3,10
Precipitation,WEST_COAST,NIWA,Annual June Year,2012,110480,Mm3,12
Precipitation,CANTERBURY,NIWA,Annual June Year,2012,52218,Mm3,13
Precipitation,OTAGO,NIWA,Annual June Year,2012,33261,Mm3,14
Precipitation,SOUTHLAND,NIWA,Annual June Year,2012,56237,Mm3,15
Precipitation,TASMAN,NIWA,Annual June Year,2012,20117,Mm3,16
Precipitation,NELSON,NIWA,Annual June Year,2012,626,Mm3,17
Precipitation,MARLBOROUGH,NIWA,Annual June Year,2012,13305,Mm3,18
Precipitation,SOUTH_ISLAND,NIWA,Annual June Year,2012,286245,Mm3,19
Precipitation,NEW_ZEALAND,NIWA,Annual June Year,2012,467170,Mm3,20
Total Change in Storage,NORTHLAND,NIWA,Annual June Year,2012,-303,Mm3,1
Total Change in Storage,AUCKLAND,NIWA,Annual June Year,2012,-75,Mm3,2
Total Change in Storage,WAIKATO,NIWA,Annual June Year,2012,-836,Mm3,3
Total Change in Storage,BAY_OF_PLENTY,NIWA,Annual June Year,2012,-273,Mm3,4
